,tweet_id,tweet_en_translation
1223,1524084015120142338,"if you want the economy to recover, raise salaries as well as intensify the employment of those with qualifications that the market needs more.. Also, the citizen must be trusted to occupy a high position in government-affiliated companies, not the foreigner.the son of the country, is worthy of your trust to contribute to advancing the wheel of development, including the partnership of the private sector"
1224,1524077555686555653,And he who retires is better than the one who sticks to his job. You see the happy retiree is at ease and the miserable thought of himself dying and going to work as a guard or driver for the Indians. 
1225,1524076824719933442,"No new employment, no new wedding, no new car. and no new dress wear the old ones and dont buy. only for the house look for a cheap restaurant and buy from it  lunch and dinner and breakfast no need and the guest does not enter the house and you will save a lot"
1226,1524075476922380290,"I suggest to myself first, my children, and everyone who shares my opinion of not having children, just one or two is enough, in the condition that they do not take any job, and enjoy a lot of good, and leave jobs to foreigners."
1227,1524050753823903745,Joke of the week 😹
1228,1524043202063486982,so make it happen faster!!
1229,1524037128988069888,nonsense the poor man screaming in the street and you are mentioning recovery and other statements to calm the nerves
1230,1524011943794778114,We are very optimistic about what will be achieved because we have seen the sincerity of your efforts
1231,1524010967666991104,"this decision was supposed  to be first applied to the minister, deputy ministers and officials, and after the results are applied to the people"
1232,1524008015137054721,The presence of this person in this position is the biggest evidence of administrative corruption in the country
1233,1524007466933137408,and you are still saying review
1234,1524007235021590530,"And to Allah will come to meet those in dispute,,,,"
1235,1524007210224824326,"My uncle, for years and years, and nothing is of any use in the first place, the Indian lobby is in control of everything and the workforce is in deep sleep"
1236,1524000863689261056,don't get excited a lot they are going to raise minimum 5 more rials  😝
1237,1524000120416612352,☑️ Raising the minimum wage: under study
1238,1523995335676375040,"Whoever made this decision, if they freeze his accounts and leave him for only one month on this salary, and we will see how he lives"
1239,1523994956398051328,"he should be silent because he is the cause of pressure diseases in Oman , made us sick"
1240,1523994459016507393,Do we understand that they will increase two hundred riyals 🙂
1241,1523990985247703040,"Why a study, better to reduce the minimum to 225 riyals or 125 riyals or 25 riyals the problem is the citizen is imposing conditions and coddled so leave him working without a salary"
1242,1523990564030619651,"We do not demand raising the minimum limit and that it remains as it is because the raise will not reach even after 40 years, it will remain and will not change!! And we demand the following whose salary is less than 800 riyals to be given a house with free electricity, water and a phone line for free, so that the bill does not exceed 200 riyals, 50 riyals for each child only, and let us receive the same wage"
1243,1523985554605584385,The issue of the wage limit has been going on for a year and the problem goes and comes back.
1244,1523985345255297025,"Allah is generous, we do not expect anything from them"
1245,1523985336795385857,"Simple problems they don't know how to solve, i'm surprised"
1246,1523984949812076544,all the deployed
1247,1523982041091645443,They either make a decision to adjust salaries to 700 and higher as they issued the 325
1248,1523979028931166209,What does economic recovery have to do with this issue?
1249,1523976411568128004,It contributes to filling the pockets of the country's thieves
1250,1523975055604076544,The minimum wage in the private sector is supposed to be 600 riyals. and government sector. 1000 riyals. The people deserve and the country is good. May God protect Oman and His Majesty Sultan Haitham.
1251,1523973546975936513," Allah suffices us, for He is the best disposer of affairs on every corrupter in this dear country"
1252,1523971945552912384,🤣🤣 not funny
1253,1523970893243944960,dont tell anyone so no one envy us
1254,1523970185937530882,"And the one who works and does not get a salary, the Eid will finish and we did not see a baisa, and before we complained more than once in  the ministry of failure, and there is no result with whom we go..Allah suffices us, for He is the best disposer of affairs"
1255,1523965742756028416,"When you leave your home before 7 am and eat lunch away from your family and return after 5 pm and work 5 days a week to receive a salary of 300 riyals, the first and last beneficiary of your decision remains the employer, but the citizen is attached to this job for fear of losing it and has no solution to live other than loans ."
1256,1523965439759552512,"Nice , work hard, exams are at the doors, may Allah help you"
1257,1523962267812904960,"When they issued the decision, the statements were different and their tone was different. Now when reviewing the decision, the tone differed and it needs a study, a committee, an economic recovery, a treatment for the ozone hole, and the night has passed, and we haven't seen it. The review is followed by a study, and the study is followed by another study, the transfer to the council, and you who is blind wait for the morning to come "
1258,1523961620602445825,its eaith a review r a study... Nothing new to mention?!!
1259,1523961270604546048,"If they had established projects that would benefit the country and the citizen better than paying off the debts of a country, would be better"
1260,1523960501100818432,Wallah we thought that 325 is over i hope it will be 1000 the best
1261,1523960452207857666,"I hope that after recovery, the decision to increase will come from His Majesty Haitham bin Tariq. Dont expect anything good from these people"
1262,1523956905168748544,hhhhhhhhh
1263,1523955584160120834, same as Corona they promise us that they will take all precautions if we take two doses and until now nothing changed 
1264,1523954006497931264,On the neck of this human being is all people oppressed in the private sector
1265,1523953394351841280,you failed in all challenges
1266,1523953386130923520,increases blood pressure
1267,1523947413723140096,"The reward of everyone who has been oppressed is with Allah, and you have a huge number of prayers from those who have been treated unfairly by this decision."
1268,1523947136622153728,Reeeview Review Reeview
1269,1523944982368985089,"But there are companies  that did not pay the periodic bonus for two years, where are the officials ?"
1270,1523944555812425729,"If it was a tax, it would have been without a study and he will quickly scribble the pen on the decision 😹"
1271,1523944493225062401,after a year it will decrease again
1272,1523943244941377538,its either a review or a study... Nothing new to mention?!!
1273,1523941934514933760,"also by increasing salaries, the economy will recover and the market will move"
1274,1523941425108430850,Mashallah
1275,1523605345217937408,hhhhhhhhhhh
1276,1523650577846403073,TRUE
1277,1522981800108298243,lowest salary
1278,1521749838114738176,lowering tickets prices even in dreams will not come true. General Authority of Civil Aviation must take bold and brave decision 
1279,1521499664801054722,"darling this is Omani airline not from outside that is full of chemicals you know nothing ,anything local is expensive, Omani butter,  Omani goat Omani honey and this Omani airline"
1280,1521202083990495233,travel to Abu Dhabi and from there to Salalah for a ticket price of 4 O.R.
1281,1521077362624020486,I expect they are having breakfast and talked about the subject 
1282,1521071515369885697,good news
1283,1521069844870881281,"from Sohar to Abu Dhabi 3 hours , 5 O.R. petrol, and 4 O.R.flight ticket to Salalah . 8 O.R. the cost of my travel from Sohar to Abu Dhabi and then to Salalah, glory to be a God ,how?. If they think rationally and opened wezz Airlines in Al-Ain airport also. Hhhhhhhh  "
1284,1521068874854195200,"we traveld alot east and west and the tickets are cheap in Europian countries, a ticket from paris to London costs 30 O.R or less between two countries, and we have expensive government domestic flight , why?"
1285,1521057673822801921,68 O.R from Muscat to Salalah to Muscat
1286,1520996983921680384,losses will continue as long as no one held accountable this failed company
1287,1520995294737055745,this failed company needs a full re-sifting 
1288,1520994082990002182,They only move when the ax topples the head
1289,1520989113712885760,"How much the discount, I think one riyal and half "
1290,1520969857768226816,"before a month, I talked to Oman airlines tickets office in the airport ,I was travelling , I told them why you don't make offers and discounts on the tickets , the employer replied that we can't do so because company is losing and wants to compensate for its losses, that was their answer"
1291,1520967830141030400,"I wish you can compete them , they are only 4 O.R. 🤷🏽‍♂️"
1292,1520914738099671046,"you remind me of Omantel when they were selling SIM card for 30 O.R and the minute was 75 call per minute , then AlNawras and Vodafone cames to the market and taught it literature"
1293,1520913020981067782,"ok, where is the price? show it"
1294,1520900207868792847,"reducing the fees imposes on airlines ,in return, reducing ticket prices for travellers... travelling will be activated and the airports and airlines incomes will rise and everyone's benefit"
1295,1520882622251085826,"what is the benefit of Oman airlines except losses on the country. better to be cancelled. Also, the employees there have high salaries and no outcomes except failures"
1296,1520878254231543816,"soon, our destination to muscat through Abu Dhabi, with the minimum prices in shaa Allah"
1297,1520875254138159106,too late 😂😂😂😂
1298,1520874165053579265,"how much the discount, it's still expensive even if 50% of the ticket price discounted "
1299,1520869585175597056,"Is Salalah ready for tourists in fall season,I mean is the public facilities, hotels and tourist places that we can benefit from economically"
1300,1520842793702277120,"don't tire yourself, we'll go to Dubai one day "
1301,1520832016610123776,"ok,in short, How are the ticket price"
1302,1520820158612312066,now
1303,1520812068886269955,Wizz air Abu Dhabi on its way
1304,1520808189746421763,much talk 😂
1305,1520791814059474945,"no one will use it if there is another airline,  domestic airline up to 100 riyals for one-way"
1306,1520791699508899840,whay are you in hurry dude it's not 2040 yet
1307,1520790480136683520,Wizz airline: forcedly  😂😂
1308,1520788236616019969,and how about from salalh to Muscat? 
1309,1520788031678169089,Hahahahahahahahahahahahahahahahaha
1310,1520785540769062912,"decrease all international ticket prices ,make offers and you'll see all of us travelling even to London we will go  "
1311,1520785052396830721,same as others
1312,1520783962662129666,two companies not companies 
1313,1520783934400999425,"glory to be a God, from the face there is nothing good in him"
1314,1520783754599542784,"your meetings ma shaa Allah are ahead of their era and your vision is piercing that you can never see, Fate has thrown the dice, and here are Emirates companies have turned the table on you "
1315,1520773341065457664,respecting Salalah's fall season otherwise nobody gives a damn
1316,1520772622107172864,"and is your discounts will continue to the winter period which most of  the Governorate people travel to Muscat, or it's selected and special discounts and because of other airlines that take care of its  citizens and looks for new travellers in reasonable tradeing ways? "
1317,1520772010460209158,I like when he said that we met with airlines and it's all two companies and one of them is always in losses
1318,1520770893009625088,"ma shaa Allah God bless I see His Excellency talking sadly ,wake up darling the aviation is not joking in the prices, and poorly they lost 88 million some services what is the meaning of services tell me I don't know this is new news for me why they didn't say reducing the tickets prices only they don't want tourism otherwise how they add services that is not reasonable "
1319,1520770556383092737,"the responsibles in aviation , is it necessary that neighboring countries stir your feelings?"
1320,1520767068311855104,"too late to meet, better if you did it after the Eid"
1321,1520764625339531265,"which companies ,seek guidance of God, at end it's oman airline and alSalam airline !! and both in addition to your airports are omani companies"
1322,1520764014535585798,they are driving to the back not like other people
1323,1520763670183268352,in Turkey and in travelling season
1324,1520762660295528448,Hahahahahahahahahahahahaha
1325,1520762438043541509,how much you mean??? two riyals?? be silent
1326,1520762312805818373,everyone knows that Salalah-Muscat tickets 
1327,1520762129095217158,"if Wizz air goes from muscat to Salalah , no one will boarded any Omani airline or other "
1328,1520760450828357634,failed test ، deliver greets to Kumar
1329,1520758181860974594,and what are the services that will be discounted? 
1330,1520757325199462405,"don't make discounts or anything, Wizz airline will make them discounting"
1331,1520754525300305920,all these years you were silent and not move a finger now you talk about discounting few riyals in exchange for deducting some of food as well as you are monopolizing Dhofar from international flights for sake of oman air
1332,1520753569288396800,the meeting was before the arrival of Wizz airline or after ? monopoly is always ugly and bitter
1333,1520753283354222593,God damn you in this holy month all of your words are just nonsense
1334,1520753254191271936,this meeting yearly talk about it and the opposite happens and I'm afraid that this meeting is with stopping Wizz airline
1335,1520751950337347584,in Ramadan and you're still lying to us
1336,1520750225585020928,Get rid of these forms from the airline
1337,1520749136529739776,I hope one responsible employee comes out and say something good
1338,1520748857260494848,Who's hear we met with airlines  
1339,1520748503961645056,I think the amount that is discounted
1340,1520748209206927360,"before two weeks I want to return from Salalah and I checked at afternoon for 90 O.R, isn't it haram and domestic flight it is AlSalam airlines  "
1341,1520744873908920326,the reasonable price is 20 O.R for round trip ticket
1342,1520743389293129731,The proverb says slow and steady wins the race
1343,1520742923545022464,that reminds me of masks prices at the beginning of covid at the end of 2019
1344,1520742874299707392,"from Muscat to Salalah and vice versa only a ticket for 60 and sometimes 77 , if I traveled to Iran it will be cheaper"
1345,1520741396092796928,all are two companies 
1346,1520738630393815041,"you exerted effort , there was no need "
1347,1520738393977675776,"Play a joke on people.. past year in fall season the prices skyrocketed and the air line reply was (tickets depends on demand, offer) and so in other sectors like communication and other"
1348,1520737566173114369,some competing companies have expertise in marketing advertises and strong competition not like us the most important with us is the fast income and rise in ticket prices when a new CEO comes have no economic feasibility profit and good marketing they only have rising prices compensating the company from the failure before it that is only what you know rising the prices 
1349,1520737450699767809,it's all unreal nothing is true 
1350,1520735393330745344,we have failure and no ability for competeting the most importent thing is the rising in prices how many losse the rising bring to the avitaion sector 80 million why ofcoursly from the tickets price rising everyone is looking for the cheap even if it is 20 riyals lesser but the problem is if you have mindes that doesn't think and do not take advantage of opportunities by reducing tickets prices and gaining a large number of customers
1351,1520730579225956352,dude make your brain bigger
1352,1520730383821778944,celebrate 😁
1353,1520729979646005248,you exerted effort
1354,1520729866781536257,they share the bonus then they say we lose 
1355,1520729644793802753,it is those news accounts that talk about you otherwise you are a pack of lies
1356,1520729357207154694,if 30 riyals Muscat Salalah Salalah Muscat good otherwise is not acceptable
1357,1520728738790576128,I hope from people when they travel reserve from Abu Dhabi cheaper tickets rather than depending on Oman Air or Alsalam air 
1358,1520728032545284096,I hope you lose until the day of judgment 
1359,1520727404704157696,discounting some services which are travel with less weight and without meals and like that
1360,1520726186090975233,what are these services 
1361,1520726059196592128,With this we can see photos or videos of Omanis traveling from their country to Abu Dhabi and from there they return to their country then they travel to Abu Dhabi and then return to their country because of cheap prices and this will encourage airlines to reduce prices for other airlines and this is in the interest of the consumer and these countries will benefit through increased tourism and the movement of markets hotels and others
1362,1520725512687083520,"we met and talk blah blah blah all is nonsense ,if there were no specified tickets price in a clarified table and the maximum ticket price ,this talk have no benefit"
1363,1520724428807680001,when the fall comes make the ticket for 130 or 150 ok?
1364,1520724215531462656,"Enter Abu Dhabi and fly from there to Salalah with the discount amount that the people met for.. I mean the employees in the north, congratulations relief in sight without a 10-hour trip."
1365,1520723248786415618,shame on you demosteritic airlines are expensive and the citizen shouts 
1366,1520722394335350784,also bottle of water or a juice or a pie is for riyal or two and the ticket is for 90 .80 riyals 
1367,1520721931351191552,let it flow 
1368,1520721796554711040,"God knows better  the ticket price is the same ,discounting means the services like weight and so on "
1369,1520721795225161730,Allah it is Whose help is to be sought and Allah doth guide everyone cause of failing is clear and winners and getters are the external companies because they take advantages of the high prices in the Sultanate and compete with international markets 😂🇴🇲
1370,1520721453653663750,"Where are you CEO, the people of the country for years from Salalah to Muscat and vice versa the ticket is for above 45 riyals ??!!!"
1371,1520720870578298882,supposed to declare the price as you have large position so everyone knows it
1372,1520720821706240001,never mind them lie their plans are exposed
1373,1520720660078727169,when the market opened for competition the real prices shows up which encourage buying
1374,1520720370097176582,Domestic airlines. who hear say a fleet of airlines
1375,1520720226815520769,some services 🧐
1376,1520719625973125120,"If the news is in this form and not clear, it is better not to publish it."
1377,1520719252948406273,if we want to go to Salalah we'll go by car despite that road is full of radars ....😁😁
1378,1520719120446234624,if the Emirati Wizz airlines prices between Abu Dhabi and Salalah less than 10 riyals so why the Oman airline ticket price with less distance is about 80 riyals??!!.
1379,1520719090649817090,"Hahahahaha, the request is to reduce flight prices"
1380,1520718985528061952,seems nothing true... wash your hand not more than that
1381,1520718921346781184,very very beautiful decisions so the citizen can encourage internal tourism and can go to Salalah
1382,1520718795375063040,some !!
1383,1520718795144368128,no comment 😁
1384,1520718566667997184,We want the conclusion instead of this vague talk
1385,1520841062499205121,I think it is better to switch our accounts to another islamic banks from beggining when we opened an account  we didn't sign a paper referes that there will be any fees and no one told us about it let them take it we are unsatisfied with the amount they took
1386,1520827010582462464,not true.. this words has no credibility
1387,1520728368345456642,"I am looking for a job, they withdraw money from my account every time I enter money in my account"
1388,1520713536976171008,nothing is true they are cutting from all accounts
1389,1520697697715605505,"I am looking for a job, I do not receive a salary or anything, and every month they are cutting from me by God 🙂💔 On what basis is this division!"
1390,1520674457714851840,and housewives is they receive 500 riyals
1391,1520673622460928002,Hahahahaha thank God I moved from them after 20 years 
1392,1520672306980438016,and if the account nothing enters it at all? 😅😅
1393,1520666101415395329,no salaries and cutted
1394,1520643467940339713,I don't have a salary but they deduct from two accounts 😒
1395,1520633709715767296,untrue division boys still without a job and their account are always lees than 100 riyals why the fees include them what mind is that 
1396,1520630022293401600,my salary is less than 300 riyals and they deduct monthely 
1397,1520620265910288384,and the job seekers are not exempted 
1398,1520605007212871680,"all of the mentioned is a lie, "
1399,1520590917048188928,this declaration is totally untrue
1400,1520584902743412740,even if you justify from today until tomorrow (I do not forgive neither in this world nor the hereafter)
1401,1520582179394310144,nothing is true I have an account belong to a disabled child and she recieves it from social security and they deducte from it 
1402,1520581967057674245,but my accounts all of them are counted
1403,1520573375458025474,"I think the time has come to teach this bank a lesson... We trust in God... God willing, the accounts in it will be closed after Eid... and to another bank..."
1404,1520558491412348929,"Allah sufficient on usurious banks, for He is the best disposer of affairs"
1405,1520543629760245761,and the job seeker his money taken from the street?
1406,1520535413475221504,good morning totally untrue words the deduction is on everyone 
1407,1520520228442189839,my account within what? I opened it since college and from 7 years no salary entered it 
1408,1520507075180306435,thank God I changed from bank muscat to Al Izz islamic bank 
1409,1520505872266498049,your words are not true a social security account deducted 1.050 from it after 50 Bz why?
1410,1520497088961953793,my son is a university student..It is deducted
1411,1520496883491381249,my salary didn't exceed 300 riyals.. and deduction is done 
1412,1520479547644383233,we don't  have salaries or anything why you deduct from us 
1413,1520479459417145346,and job seekers from where they get a money are you lying to us?
1414,1520471248538681346,nothing is true that's the first thing and secondly by what right you deduct half a riyal thirdly I only opened an account with you and you deduct why? what is this farce
1415,1520470745218002946,I don't have a salary yesterdy deducted from me 
1416,1520464414562041856,I am without a salary and they deduct from me liars oh bank Muscat 
1417,1520462299412193280,they lie..... now we are unemployed without a salary or income and they are being deducted without any right... Those who live on usury and work on usury not hard for them to lie.
1418,1520461447838547968,I recieve a 300 salary and every month they deduct a riyal from me 💔
1419,1520460503587471361,nothing is true last thursday 
1420,1520459579804602368,that was my funds but they deducted 500 Bz
1421,1520449911069753347,"liars ,my account became less than 100 riyals and directly I filled it but the criminals deducted from it don't believe them firewood of hell"
1422,1520449767301595137,from where we return our right 
1423,1520449646497341443,nothing is true I'm retired and they still deduct  from my account  and for your knowledge my funds mostly above 200 riyals
1424,1520442067142557696,nothing is true
1425,1520440911079124992,absolutely lie they deduct from retiree and social security accounts 🙂
1426,1520438013406416898,nothing is true ..lie
1427,1520431667487379457,"In the absence of real oversight the situation will be as what happened and still happening. This is shading, lying, and eating people's money falsehoodly and unjustly ,and the statements issued by this slander are nothing but laughter on the beards and shading the public. I ask God Almighty to spend this money on their treatment and never be enough for them  O Allah ,it is an appeal from an overwhelmed, so help him"
1428,1520427383320420355,I don't recieve a salary and yesterday they deduct from me 
1429,1520425579337687040,nothing is true children account you deduct from it 
1430,1520425155796901891,all the banks deduct 500 Bz not only bank muscat the only difference is that bank muscat is sending a message 
1431,1520422584449445889,what ar these big lies before Eid 
1432,1520421802568302592,102 O.R in my bank account and 500 Bz are deducted where is the logic hey bank muscat
1433,1520420743170961408,lie lie lie
1434,1520420347220316161,😂😂😂😂 lie lie lie I opened an account that no salary enters it and they steal the half riyal during night 
1435,1520417321063493632,my salary is less than 500 and they deduct 
1436,1520413194250035200,they said it ..
1437,1520412390961127424,too many laws and in all sectors need a revision 
1438,1520412102468505601,"the action is different and the reality is another thing, we since we were young and knew how is citizen defrauded ,enough of disdain"
1439,1520406405420924929,ok and the accounts that their owner is bankrupt and someone sends him 10 riyals you deduct riyal and a half why this is the second time you do it with me  very strange thing 
1440,1520401226239725569,hope you burn I swear to God you looted us we were tired of you
1441,1520400938544078849,"No one is more lier than them, may God curse capitalism"
1442,1520397990359449602,even public councils accounts have been deducted from it  .. and also accounts without a salary have are have been deducted from it
1443,1520395015515742209,and the job seekers why they are not excempt from this ??
1444,1520394239720493056,"Hell, an evil refuge"
1445,1520392071168802817,nothing is true
1446,1520391986678800389,who don't have a salary actually and every month they deducte from him 🙄
1447,1520388594707349505,😂😂 i believed them 
1448,1520386267464224768,and who have no salary still  they loot him?!
1449,1520384315934355456,unfortunately bank muscat as the best.. what's happend with it God knows 
1450,1520380415051247622,unfortunately many times we previously asked for the intervention of the Central Bank about 500 Bz deduction issue from the citizens accounts and till today we didn't see any declaration or statement from he Central Bank.. where is the Central Bank rule who is supposed to be the watchdog over these banks and citizens' money in general.. thank you Central bank 
1451,1520379534977159169,"any one have less than 100 riyals in his accounts is like the social security owner because his income is limited, and he need a help not deduction of half a riyal monthly from his account ..! "
1452,1520379501259153408,The usurious banks say and announce one thing and do another!
1453,1520378255932592128,untrue words 
1454,1520376288653029377,nothing is true I opened an accout with them just for need and when I entered 10 riyals the deduction is done even that the salary didn't enterd there 
1455,1520372110560006145,"Why is the account that was opened for only paying bills not exempted, because only the amount in it is transferred to the electricity and water account for payment?"
1456,1520370621108129792,Allah suffices me on you ... by Allah we don't forgive you every month we pray for you 
1457,1520369380042883073,"Bank muscat never have a mercy to any one even college students who have small amounts of money deduct  from them and all the accounts  exemption is not true Allah is Great on them and Allah is Great on each baiza enter their accounts unjustly Allah suffices me, for He is the best disposer of affairs on them and on each person benefits from the money that enterd their accounts "
1458,1520368461280690176,I don't receive a salary where is the expempt 
1459,1520367394966970368,it's still Ramadan oh account owner ....😁
1460,1520365116641918976,liars I'm retired and they deduct from me monthly how retirement salary not deduct from it
1461,1520363585528025088,I am a joob seeker and I don't have a job or salary and you deduct
1462,1520363139799429122,The absence of deterrent authorities.. It is what made this bank and other banks state their own laws and rules and impose them on the citizen......
1463,1520361683172134912,our salaries are not in bank muscat we opened an account for deposite and transfer only why they deduct 500Bz????
1464,1520361455912210437,and the account that no salary enters it they eat it or what
1465,1520358623511203840,nothing is true the deduction is on everyone 
1466,1520357954356133890,who said...
1467,1520357401148469258,the bank have to be boycotted and move to another bank 
1468,1520356843259899904,and now they will complain Bank muscat and everyone will write a thing
1469,1520356780831879169,no comment
1470,1520356670685208579,too many are recieving less than 500 and you still deduct from them 😳😳😳
1471,1520356185194614785,lie nothing is true
1472,1520355689364959232,"ok and the account that no salaries enter them why bank muscat deduct from them and other banks no one knows for them, the balance increased or decreased they have to deduct that is their game "
1473,1520354945928679424,wishing they are honest
1474,1520354792534650880,how you know it's a lie.. said from its size
1475,1520354199535595521,but I have bank muscat card and no salary enters it why the deduct 500 Bz may God curse them Bank Muscat
1476,1520354196587003904,in Ramadan!!
1477,1520349280178892800,that is not true 
1478,1520349253905833984,nothing is true. they deduct from college students accounts 
1479,1520348754959814656,I don't use it and my salary doesn't enter it just for transfers and still they deduct 500 Bz mean when i want to transfer I have to add one riyal 
1480,1520348631169126400,unfortunately that is not true my salary is 325 and they deduct they are liars and the evidence is available
1481,1520348417188372480,untrue words
1482,1520348316541894656,that's why all of you have to leave Bank Muscat to another bank that respect its clients without manipulating people's money Bank Muscat is unwanted for financial transactions we rised this bank and we can let it down so everyone change his account to another bank that respect its clients 
1483,1520347619565965313,no mercy with them
1484,1520347107454078978,this words are not true 
1485,1520347096934723585,don't wait for good from a usurious bank and never believe any words from usurious bank 
1486,1520346093925580800,"Demanding from the people to the Central Bank not to deduct any amounts even if the account does not contain a single baiza, Half a riyal over half a riyal for a citizen means a lot to him if he saves it for years and may benefit of it but deductions are not acceptable,"
1487,1520345246051274752,go to Bank Dhofar or national Bank 
1488,1520343178217508865,even in Ramadan they lie 
1489,1520343095753199617, nothing is true of this words 
1490,1520342662523596800,my account is Shababi in bank muscat and deduct 😃😃
1491,1520342025408811008,ok one of my family's account doesn't have a job or a salary only he's deposie to it why they deduct from him
1492,1520341917703323649,"that is new , first time we hear this  items! actually they didn't deduct from me but this issue is a general issue the important is above the account or under it it is on your necks until the Day of Judgment do not forget usury you are at war with God and His Messenger that's why most of the citizens are sluggish the state's economy fluctuates many diseases many accidents hurricanes and floods"
1493,1520341541771907072,wait a minute ~ my salary is not entering my accounts in bank muscat and still they deduct 
1494,1520341094088773632,not true. I have a college students and they deduct. and i have someone have no salary. just an account for shopping amounts when I am not home and still they deduct.
1495,1520340292477538304,"nothing is true my father always they deduct from it and he's taking salary from social security..Allah suffices me, for He is the best disposer of affairs "
1496,1520340021252923393,and the job seeker what is his situation?
1497,1520339205536333824,nothing is true of this words
1498,1520339121906012161,and who never receive a salary?
1499,1520339056084803585,deducted from us and the retirement salary is less than 400 O.R
1500,1520338632841863168,I suggest that bank muscat merge with any other bank 
1501,1520338355992469504,of course nothing is true
1502,1520337403306774534,we don't receive  a salary and each time someone transfer to me even ten you deduct from it no considerate that we don't have job before two days they took one riyal and a half 
1503,1520337033746604032,It is impossible for anyone to beat them maybe a retired person and receive more than 500
1504,1520337002746548224,my salary is less than 500 and the deduction of 0.500 is done 
1505,1520336749200822272,and where is the job seekers
1506,1520336598390525952,"Allah suffices me, for He is the best disposer of affairs"
1507,1520336554467672065,"my acount in Bank muscat is a saving account only no salary entered it, why they deduct 500 Bz?!"
1508,1520336513871097858,how is the children accounts I opened one for my kid and I revised the bank they said you opened the account on your name but for your kid I said to them it's not possible befor he become 18 years old and they refuse that so the deduction resume 
1509,1520336081891307520,that's funny unfortunately
1510,1520335914802708480,ok and whose salary is not entering in bank muscat why you detect from him 
1511,1520334925693693952,they deduct 500 Bz from me and my account did not came below 100 riyal since one year
1512,1520334792029528064,how is the social security salary and before two days there is an old man was arguing with you in the bank because you detect from him monthly! what is this lie
1513,1520334770747625472,ok what is the lowest amount?
1514,1520334655559544833,"Bank Muscat imposed exemptions , as if the bank is the legislator in the field of banking in the country"
1515,1520334297512689664,I have two accounts in bank muscat I think I will change them to another bank 
1516,1520334056545820672,If Bank Muscat says this … then it must clarify to the customers and so that the customers are aware of that … because there are college and university students who do not have more than 100 riyals in their account and deducted from them.
1517,1520333906356195328,thank God we don't use it the old and haram bank 
1518,1520333249553313792,bullshit nothing is true 
1519,1520333210659479553,now all the banks deduct? 
1520,1520332033461006336,lie I'm less than 500 riyal and they deduct 
1521,1520332032861167616,I don't recieve a salary job seeker and I save an amount from time to time and sometimes I need it and the deduction comes 
1522,1520331638479204352,liars I'm 23 years old and you deduct half a riyal monthly 
1523,1520331553913643010,only my sons transfer 100 monthly to me and they deduct 500 Bz 
1524,1520331250099277824,ok and our salary is less than that but only trouble and tiredness raise it Overtime  which is the pay of our sitting from AL Fajr until Al Mughrib and the bank took from it isn't this haram
1525,1520330765774598144,and what is the reason for deducting one riyal and a half from my account?
1526,1520330388631138306,hhhhhhhhhh in Ramadan in Ramadan
1527,1520330305252564992,lairs.. 394 riyals enters the account and they deducted from it
1528,1520330045759397893,and the accounts of who do not work why it is not in the list 
1529,1520329488437063680,at beginning of the month you deducted 500 Bz from me and yesterday you deduct 500 why 
1530,1520329368870035456,"Dear customer, a fee of OMR 5.250 (including VAT) will be charged due to the fact that the criteria for membership of Al Jawhar Exclusive Banking is not maintained during the period from December 2021 to February 2022. To avoid this fee in the next month please adhere to the account criteria or choose another account."
1531,1520328937309720576,they are liars but who believe them here is the question  😹
1532,1520328491203506178,and who is not working and have no salary what is the reason of deduction from him?
1533,1520327900158955520,and orphans and widows accounts !
1534,1520327819087302656,in fact why they deduct an amount unjustly from the client ?
1535,1520327798677774337,this account no slary enters it 
1536,1520326961452748800,I'm retired and the deduction was done
1537,1520326748096942080,"you deserve a collective complaint, cheaters banks"
1538,1520326701833728000,I swear its lie my salary is 400 and it deduct
1539,1520326598649683973,and the account that never have a salary ?!
1540,1520326481565597696,I don't have a salary and yesterday Friday they deduct ... that's why some departments and pension funds are not benefiting the retires and employees salaries because their money are invested in usurious banks....  
1541,1520326432311975936,I'm a house wife.. I don't work I don't recieve a social security salary and I don't have monthly salary.. why they deduct 500 Bz monthly from me
1542,1520326213310595073,nothing is true even the salary of  who laid off work  they deduct from it today the national bank did it's all a game 
1543,1520325959228043264,and the job seekers?
1544,1520325581610618881,"Fear God in yourselves the one who have less than hundered in his account means he is a poor and have nothing and this half a riyal at least he can buy bread for his sons dinner. today the national bank deducted half a riyal God is the helper God is sufficient for us, and He is the best agent"
1545,1520325546005118976,they send approvals not just a declaration and when you call them they transfers you to another person or you go to the branch and lose 10 riyals for petrol while you are complaining half a riyal 
1546,1520325202428706818,even who don't work you deduct from him. what do you give him to deduct from him 
1547,1520324696453042176,no account is exempted from the deduction 
1548,1520324615247118337,In Shaa Allah we meet up reckoning day
1549,1520324613808349189,untrue words that whose salary is less than 500 is exempted from deduction our salaries are less than 500 and they deduct 
1550,1520324183540043776,keep them in a box better than bank muscat humiliating 😁
1551,1520324050140254208,nothing is true from this words 
1552,1520323824822149121,where do we live all that is a lie until when is that
1553,1520323694698115073,ok I don't have social security salary or retired or salary and why they deduct from me don't deduct from me I'm neither retired nor employed nor social security 💔
1554,1520323657255555078,we don't have a job or salary and each month they deduct sear to go that is contempt and laughter at the people
1555,1520323089216778241,and what is the situation of job seeker
